YEAR,country,ccode,region,rcode,sum,NUM,unga_imp,unga_impcons,ecoaid,milaid,OFDI,gdp,GdpPc,population,geo_distance,xxtot,mmtot,dist_CHINA,timepaytax,unemp,inflation,exchrate,legal,property,corru,tradefree,invfree,finfree,ecoaidpc,milaidpc,diaspora,chineseXunga_imp,chineseXmilaidpc,chineseXecoaidpc,agnu_china,bit,diplo,usainvXunga_imp,usainvXecoaidpc,usainvXmilaidpc,dummy_unga_china,SOEs,POEs,seasia,soe_dummy,ungaXsoe,ecoaidXsoe,milaidXsoe,sumrel,ofdirel,usainvXdiaspora,usainvXsoe,usainv,unga_impstd,ecoaidstd,milaidstd,ofdistd,ecoaidpcln,milaidpcln,indexXdiaspora,index2,s,ssoes,spoes,sel,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,region1,region2,region3,region4,region5,region6,region7,region8,trade,country1,comlang,dist,distw,distance,tradew,tradewstd,distancestd,comlangstd,pc1,pc2,pc3,INDEX,min_INDEX,max_INDEX,index,_est_soe,_est_poe,_est_one,_est_two,_est_three,_est_four,_est_five,_est_six,_est_seven,_est_eight,p1,_est_HECK_SOES,phi1,capphi1,invmills_SOEs,_est_CORRECTED_SOES,p2,_est_HECK_POES,phi2,capphi2,invmills_POEs,_est_CORRECTED_POES,_est_eleven,_est_twelve,_est_nine,_est_ten,strategicpartn,taiwan,chinese_immigrants,log_chinese_immigrants,dup,log_agnu_china,log_unga_imp,log_dist_china,log_gdp,log_exchrate,migra_dummy,log_exports,log_imports,exports,imports,natres,russia_unga,france_unga,uk_unga,assist_oecd,log_natres,taiwan_fdi,log_russia_unga
2005,Iceland,395,Europe,4,0,0,83.3,93.800003,0,0,.01,16.286331747,54885,.296734,4201.936,.089156993,.093378387,7889.9438,140,2.5999999,2.8424816,62.981667,7,90,96,78.199997,70,90,0,0,0,0,,0,.70149302,1,7,0,,,0,0,0,0,0,0,,,.000099999997,.033700217,0,0,337.00217,2.0085444,-.37392917,-.15177158,-.18875644,,,0,.27827823,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,395775924.5,ISL,0,4201.936,5454.922063697814,.00018332068,24301110,-.41144994,.8438651,-.8028186,.22900648,-.86848694,2.0612757,.27343133,-.98707879,3.8155789,2.6246095,0,0,0,0,0,0,0,0,0,0,-2.6119075,1,.013167957,.0045019309,2.9249575,0,-1.4877989,0,.13189998,.068401963,1.9283069,0,0,0,0,0,0,0,0,-15.18,0,-.35454431,4.4224486,8.9733438,2.7903261,4.1428437,0,-9.2301874,-9.5554953,,,,,,,,,0,
2006,Iceland,395,Europe,4,0,0,66.7,85,0,0,0,17.053250351,56136,.303782,4201.936,.1085526,.13139875,7889.9438,140,3,8.8040895,70.18,7,90,95,78.199997,50,90,0,0,0,0,,0,.67164201,1,7,0,,,0,0,0,0,0,0,,,.000099999997,0,0,0,0,1.2895178,-.37392917,-.15177158,-.20845301,,,0,.17523541,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,314000939.5,ISL,0,4201.936,5454.922063697814,.00018332068,18412968,-.51206064,.8438651,-.8028186,.087767251,-.76916414,1.4822981,.11382905,-.98707879,3.8155789,2.2922888,0,0,0,0,0,0,0,0,0,0,-2.0014033,1,.05383959,.022674471,2.3744586,1,-2.9600477,1,.004992194,.001537957,3.2459908,1,0,0,0,0,0,0,0,-15.18,0,-.3980298,4.2002048,8.9733438,2.8363409,4.2510633,0,-9.4315481,-9.8930559,,,,,,,,,0,
2007,Iceland,395,Europe,4,0,0,70,85.699997,0,0,0,18.07388742,58010,.311566,4201.936,.074531391,.13473149,7889.9438,140,2.3,5.6508241,64.055,7,90,97,84,60,70,0,0,0,0,,0,.694444,1,7,0,,,0,0,0,0,0,0,,,.000099999997,0,0,0,0,1.4324569,-.37392917,-.15177158,-.20845301,,,0,.1930531,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,423352405,ISL,0,4201.936,5454.922063697814,.00018332068,23423428,-.42644688,.8438651,-.8028186,.14888792,-.7647475,1.5912328,.1660561,-.98707879,3.8155789,2.4010348,0,0,0,0,0,0,0,0,0,0,-1.9015467,1,.065423191,.02861522,2.2863076,1,-2.6597838,1,.011606807,.0039095408,2.9688416,1,0,0,0,0,0,0,0,-15.18,0,-.36464375,4.2484951,8.9733438,2.8944683,4.1597419,0,-9.4892044,-10.196914,,,,,,,,,0,
2008,Iceland,395,Europe,4,0,0,43.2,84.099998,0,0,0,18.288616661,57618,.317414,4201.936,.055909984,.080452614,7889.9438,140,3,11.802145,87.947914,7,90,96,85,60,70,0,0,0,0,,0,.66000003,1,7,0,,,0,0,0,0,0,0,,,.000099999997,0,0,0,0,.27161896,-.37392917,-.15177158,-.20845301,,,0,.073292777,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,360971594.5,ISL,0,4201.936,5454.922063697814,.00018332068,19737502,-.48942834,.8438651,-.8028186,-.020873589,-.56701159,.6569773,-.054630276,-.98707879,3.8155789,1.9415261,0,0,0,0,0,0,0,0,0,0,-1.7882692,1,.080629408,.036866296,2.1870766,1,-1.8650973,1,.070071965,.031083884,2.2542861,1,0,0,0,0,0,0,0,-15.18,0,-.41551539,3.7658405,8.9733438,2.9062788,4.4767447,0,-9.6395979,-10.38162,,,,,,,,,0,
2009,Iceland,395,Europe,4,0,0,63.3,90.900002,0,0,0,17.088560999,53653,.318499,4201.936,.039131004,.069580957,7889.9438,140,7.1999998,8.2940683,123.63838,7,90,92,88,70,70,0,0,0,0,,0,.66901398,1,7,0,,,0,0,0,0,0,0,,,.000099999997,0,0,0,0,1.1422473,-.37392917,-.15177158,-.20845301,,,0,.15777989,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,269660122.5,ISL,0,4201.936,5454.922063697814,.00018332068,15780154,-.55704755,.8438651,-.8028186,.047120009,-.75774664,1.3666738,.073926896,-.98707879,3.8155789,2.2092054,0,0,0,0,0,0,0,0,0,0,-1.3198763,1,.16696429,.093438156,1.7868962,1,-1.9235342,1,.062729068,.027206501,2.3056648,1,0,0,0,0,0,0,0,-15.18,0,-.40195033,4.1478853,8.9733438,2.8384092,4.8173609,0,-10.006209,-10.316905,,,,,,,,,0,
2010,Iceland,395,Europe,4,0,0,59,90.199997,0,0,0,16.388138908,51528,.318041,4201.936,.04565217,.079335287,7889.9438,140,7.5999999,6.9191232,122.24181,7,90,89,87.900002,65,60,0,0,0,0,,0,.69862998,1,7,0,,,0,0,0,0,0,0,,,.000099999997,0,0,0,0,.95599353,-.37392917,-.15177158,-.20845301,,,0,.13701501,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,267826524.5,ISL,0,4201.936,5454.922063697814,.00018332068,16342705,-.54743522,.8438651,-.8028186,.030067097,-.71873569,1.2152288,.044862922,-.98707879,3.8155789,2.1486888,0,0,0,0,0,0,0,0,0,0,-1.2998283,1,.17140685,.096829914,1.7701849,1,-1.8577965,1,.071030736,.031598955,2.2478824,1,0,0,0,0,0,0,0,-15.18,0,-.35863405,4.0775375,8.9733438,2.7965579,4.8060012,0,-10.008726,-10.427776,,,,,,,,,0,
2011,Iceland,395,Europe,4,0,0,70.8,91.800003,0,0,0,16.823279834,52735,.319014,4201.936,.037284873,.10884444,7889.9438,140,7.0999999,3.2729378,115.95404,7,90,87,88.199997,65,60,0,0,0,0,,0,.71176499,1,7,0,,,0,0,0,0,0,0,,,.000099999997,0,0,0,0,1.4671088,-.37392917,-.15177158,-.20845301,,,0,.19750246,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,427720186,ISL,0,4201.936,5454.922063697814,.00018332068,25424304,-.39225793,.8438651,-.8028186,.17064433,-.7587136,1.616588,.18303998,-.98707879,3.8155789,2.4363985,0,0,0,0,0,0,0,0,0,0,-1.1997108,1,.19425344,.11512583,1.6873142,1,-1.7612759,1,.084586136,.03909586,2.1635573,1,0,0,0,0,0,0,0,-15.18,0,-.34000748,4.2598591,8.9733438,2.8227637,4.7531939,0,-10.118167,-10.045901,,,,,,,,,0,
2012,Iceland,395,Europe,4,0,0,58.2,88.699997,0,0,0,17.069397581,53223,.320716,4201.936,.045088895,.10240582,7889.9438,140,6,2.860538,125.08279,7,90,85,88.199997,65,60,0,0,0,0,,0,.68421102,1,7,0,,,0,0,0,0,0,0,,,.000099999997,0,0,0,0,.92134166,-.37392917,-.15177158,-.20845301,,,0,.13331334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,335414643.5,ISL,0,4201.936,5454.922063697814,.00018332068,19650058,-.49092248,.8438651,-.8028186,.055161886,-.69126004,1.1827624,.0570646,-.98707879,3.8155789,2.1740949,0,0,0,0,0,0,0,0,0,0,-1.1494331,1,.20607053,.12518871,1.6460792,1,-1.4051993,1,.14863954,.079981014,1.8584354,1,0,0,0,0,0,0,0,-15.18,0,-.37948892,4.0638852,8.9733438,2.8372872,4.8289757,0,-9.974803,-9.9251585,,,,,,,,,0,
2005,Equatorial Guinea,411,SSA,5,0,0,0,8.8999996,0,0,1.774,6.91584924,11457,.603648,9137.71,.25300381,.24813484,11235.13,492,,42.646229,527.46814,3,30,10,57,30,50,0,0,0,0,,0,.89130402,0,8,0,,,0,0,0,0,0,0,,,.000099999997,2.9387987,0,0,29387.988,-1.5995826,-.37392917,-.15177158,1.5091707,,,0,.14945509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,962208503,GNQ,1,9137.71,10910.82398193402,.000091652109,139130928,1.5506477,-.4264116,1.2437606,1.3341484,.69231445,-1.6942861,.38102949,-.98707879,3.8155789,2.8486485,0,0,0,0,0,0,0,0,0,0,-.67416924,1,.31784526,.25010186,1.2708632,0,-.71248364,0,.30951306,.23808266,1.3000236,0,0,0,1,1,0,0,0,-15.18,0,-.1150697,,9.3268003,1.9338157,6.2680883,0,-10.609732,-6.1290307,,,,,,,,,0,
2006,Equatorial Guinea,411,SSA,5,0,0,0,47.799999,0,0,2.864,7.002971458,11268,.621517,9137.71,.21637881,.37000698,11235.13,492,,14.406247,522.89014,3,30,10,57,30,50,0,0,0,0,,0,.95098001,0,8,0,,,1,0,0,0,0,0,,,.000099999997,4.6080799,0,0,46080.801,-1.5995826,-.37392917,-.15177158,2.4848063,,,0,.36823946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1188451625.5,GNQ,1,9137.71,10910.82398193402,.000091652109,169706768,2.0730972,-.4264116,1.2437606,1.8155011,.90502042,-1.4813223,.70205766,-.98707879,3.8155789,3.5170867,1,1,1,1,0,0,0,0,1,1,-.70187086,1,.31184474,.24137986,1.2919253,1,-2.6509275,1,.011882994,.0040135528,2.9607172,1,1,1,1,1,0,0,0,-15.18,0,-.050262239,,9.3268003,1.9463346,6.2593713,0,-10.067752,-5.7426648,,,,,,,,,0,
2007,Equatorial Guinea,411,SSA,5,650,1,80,93.800003,0,0,2.984,7.922907432,12387,.639618,9137.71,.19249821,.16559979,11235.13,492,,2.2254727,479.26678,3,30,19,57.599998,30,60,0,0,0,0,,0,.95238101,0,8,80,,,1,650,0,0,1,80,,,1016.2316,4.6652846,0,.0045907693,.0045907693,1.8656054,-.37392917,-.15177158,-.20845275,,,0,.25231323,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1049108884.5,GNQ,1,9137.71,10910.82398193402,.000091652109,132414632,1.4358864,-.4264116,1.2437606,1.3121836,-.044459153,.67123425,.67315948,-.98707879,3.8155789,3.4569156,1,1,1,1,0,0,0,0,1,1,-.87013757,1,.27321172,.19211261,1.4221436,1,-2.5017366,1,.017452339,.0061792908,2.8243272,1,1,1,1,1,0,0,0,-15.18,0,-.048790097,4.3820267,9.3268003,2.0697582,6.1722574,0,-9.4840603,-6.3338499,,,,,,,,,0,
2008,Equatorial Guinea,411,SSA,5,0,0,35.3,79.900002,0,0,3.186,8.895206919,13518,.658025,9137.71,.21773198,.10739986,11235.13,492,,25.830797,447.80527,3,30,21,52.200001,30,50,0,0,0,0,,0,.90625,0,8,35.299999,,,1,0,0,0,0,0,,,.000099999997,4.8417611,0,0,48417.613,-.070568413,-.37392917,-.15177158,2.6213849,,,0,.73925549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1839816879,GNQ,1,9137.71,10910.82398193402,.000091652109,206832384,2.7074628,-.4264116,1.2437606,2.3535361,.85104287,-.25843942,1.1915742,-.98707879,3.8155789,4.5363483,1,1,1,1,0,0,0,0,1,1,-.69629192,1,.31306332,.24312301,1.2876745,1,-1.7054977,1,.093172766,.044050816,2.1151202,1,1,1,1,1,0,0,0,-15.18,0,-.098440073,3.5638831,9.3268003,2.1855125,6.1043587,0,-8.5482407,-6.2133961,,,,,,,,,0,
2009,Equatorial Guinea,411,SSA,5,120,1,39.5,83.400002,0,0,2.065,8.177989885000001,12082,.676851,9137.71,.28219876,.05767509,11235.13,492,,-30.225506,472.18628,3,30,19,59.400002,30,40,0,0,0,0,,0,.872881,0,8,39.5,,,0,120,0,0,1,39.5,,,177.29161,3.0508931,0,.017208332,.017208332,.11135398,-.37392917,-.15177158,-.208452,,,0,.061227836,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1446461888.5,GNQ,1,9137.71,10910.82398193402,.000091652109,176872544,2.195539,-.4264116,1.2437606,1.4971962,.57017356,-.80762798,.61472261,-.98707879,3.8155789,3.3352396,1,1,1,1,0,0,0,0,1,1,-.79708081,1,.29036763,.21270205,1.3651379,1,-2.2332513,1,.032953944,.012766187,2.5813458,1,1,1,1,1,0,0,0,-15.18,0,-.13595605,3.6763008,9.3268003,2.1014464,6.1573734,0,-8.1174879,-6.8596873,,,,,,,,,0,
2010,Equatorial Guinea,411,SSA,5,320,1,50,83.300003,0,0,1.978,8.071655046,11594,.696167,9137.71,.24128444,.053111535,11235.13,492,,31.264,495.27701,3,20,17,58.900002,20,40,0,0,0,0,,0,1,0,8,0,,,1,320,0,0,1,50,,,459.65982,2.8412724,0,.0061812503,.0061812503,.5661599,-.37392917,-.15177158,-.20845266,,,0,.09829396,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1281594816.5,GNQ,1,9137.71,10910.82398193402,.000091652109,158777200,1.8863437,-.4264116,1.2437606,1.3912489,.36935437,-.4154188,.59375411,-.98707879,3.8155789,3.2915795,1,1,1,1,0,0,0,0,1,1,.15858749,1,.39395699,.56300306,.6997422,1,-1.3169107,1,.16761836,.093934275,1.7844218,1,1,1,1,1,0,0,0,-15.18,0,0,3.9120231,9.3268003,2.0883586,6.2051172,0,-8.1484995,-7.7544336,,,,,,,,,0,
2011,Equatorial Guinea,411,SSA,5,0,0,0,68.599998,0,0,1.984,8.475079484,11837,.715996,9137.71,.091935694,.083418593,11235.13,492,,23.077393,471.86612,6,20,18,58.900002,20,40,0,0,0,0,,0,.83333302,0,8,0,,,0,0,0,0,0,0,,,.000099999997,2.7709651,0,0,27709.652,-1.5995826,-.37392917,-.15177158,1.4110779,,,0,.13282482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,754988137.5,GNQ,1,9137.71,10910.82398193402,.000091652109,89083312,.69548386,-.4264116,1.2437606,.87115753,.37439615,-1.6527692,.090484381,-.98707879,3.8155789,2.243681,1,1,1,1,0,0,0,0,1,1,.4191474,1,.36539337,.66244578,.55158228,1,-1.4927113,1,.1309379,.067756385,1.9324807,1,1,1,1,1,0,0,0,-15.18,0,-.18232194,,9.3268003,2.13713,6.1566954,0,-8.8718271,-6.9490023,,,,,,,,,0,
2012,Equatorial Guinea,411,SSA,5,0,0,11.1,70.599998,0,0,2.199,8.747738189,11881,.736296,9137.71,.11115813,.099812463,11235.13,492,,9.9626694,510.52713,6,20,19,58.799999,25,40,0,0,0,0,,0,.89024401,0,8,0,,,0,0,0,0,0,0,,,.000099999997,2.9865706,0,0,29865.707,-1.1187876,-.37392917,-.15177158,1.5370916,,,0,.21413659,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,988177959.5,GNQ,1,9137.71,10910.82398193402,.000091652109,112963824,1.1035303,-.4264116,1.2437606,1.1660835,.43615574,-1.2629696,.32454443,-.98707879,3.8155789,2.7310362,1,1,1,1,0,0,0,0,1,1,.13882218,1,.39511663,.55520469,.71165937,1,-1.4233123,1,.14488028,.077322818,1.8737067,1,1,1,1,1,0,0,0,-15.18,0,-.11625969,2.406945,9.3268003,2.1687951,6.2354436,0,-8.6426773,-6.9052267,,,,,,,,,0,
2005,Mali,432,SSA,5,0,0,20,59.599998,52,0,0,5.305317555,444,11.941258,7086.209,.0017402919,.047438487,11841.6,270,,2.4484529,527.46814,3,30,30,62.200001,50,30,4.35465,0,0,0,0,0,.92623001,0,8,0,0,,1,0,0,0,0,0,0,,.000099999997,0,0,0,0,-.73328555,-.14702979,-.15177158,-.20845301,1.4712442,,0,.058161132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18060631,MLI,0,7086.209,8763.128281084442,.0001141145,3404250.8,-.76851469,-.11514407,-.8028186,-.89304405,-.49510378,-.34551024,-.61974394,-.98707879,3.8155789,.76485747,0,0,0,0,0,0,0,0,0,0,-1.6418256,1,.10365014,.050313082,2.0601032,0,-1.1701298,0,.20118299,.12097438,1.6630216,0,0,0,1,1,0,0,0,-15.18,0,-.076632679,2.9957323,9.3793736,1.6687096,6.2680883,0,-9.3549404,-9.027319,,,,,,,,,0,
2006,Mali,432,SSA,5,0,0,0,57,60,0,0,5.760422916,467,12.325545,7086.209,.0018596119,.050369196,11841.6,270,,5.3655968,522.89014,3,30,32,63.799999,50,30,4.867939,0,0,0,0,0,.944444,0,8,0,0,,1,0,0,0,0,0,0,,.000099999997,0,0,0,0,-1.5995826,-.12028483,-.15177158,-.20845301,1.5826707,,0,.016649066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25618166,MLI,0,7086.209,8763.128281084442,.0001141145,4447271.5,-.75069261,-.11514407,-.8028186,-.99360383,-.30768216,-1.0452961,-.76024497,-.98707879,3.8155789,.47230896,1,1,1,1,1,1,0,0,1,1,-1.1527202,1,.2052923,.12451262,1.648767,1,-2.7182746,1,.009917574,.0032811675,3.0225747,1,1,1,1,1,0,0,0,-15.18,0,-.057158884,,9.3793736,1.7510109,6.2593713,0,-9.4666262,-8.8433323,,,,,,,,,0,
2007,Mali,432,SSA,5,0,0,0,57.900002,527,51000,0,6.008016157,472,12.725629,7086.209,.003128503,.037358221,11841.6,270,,2.5598443,479.26678,3,30,29,68.599998,50,40,41.412491,.0040076603,0,0,0,0,.95774698,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-1.5995826,1.7838719,-.1516204,-.20845301,3.7235825,-5.5195475,0,1.2238123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20915117.5,MLI,0,7086.209,8763.128281084442,.0001141145,3481202,-.76719981,-.11514407,-.8028186,-1.5258886,.81895936,-.86582941,-.52831697,-.98707879,3.8155789,.95522487,1,1,1,1,1,1,1,1,1,1,-1.0899146,1,.22027127,.13787539,1.5976112,1,-2.4788172,1,.018477418,.0065909419,2.8034563,1,1,1,1,1,0,0,0,-15.18,0,-.043171644,,9.3793736,1.7930946,6.1722574,0,-9.1831045,-10.190037,,,,,,,,,0,
2008,Mali,432,SSA,5,0,0,16,74.699997,82,237000,0,6.307126993,480,13.138299,7086.209,.0083575565,.066297688,11841.6,270,,8.8382854,447.80527,3,30,28,68.599998,50,40,6.2412949,.018038865,0,0,0,0,.94666702,0,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,0,0,0,0,-.90654492,-.048726015,-.15109114,-.20845301,1.8311877,-4.0152268,0,.071188815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18095443,MLI,0,7086.209,8763.128281084442,.0001141145,2869047,-.77765971,-.11514407,-.8028186,-.94545168,-.40661511,-.47563213,-.64023989,-.98707879,3.8155789,.72218114,1,1,1,1,1,1,1,1,1,1,-.99576002,1,.24299666,.15968338,1.5217406,1,-1.7042347,1,.093373612,.044168621,2.1140258,1,1,1,1,1,0,0,0,-15.18,0,-.054807868,2.7725887,9.3793736,1.8416803,6.1043587,0,-9.0513048,-9.7976208,,,,,,,,,0,
2009,Mali,432,SSA,5,160,1,28.4,80.800003,155,430000,.001,6.588262258,486,13.559296,7086.209,,,11841.6,270,,3.5651202,472.18628,3,30,27,73,50,40,11.431272,.031712562,0,0,0,0,.95384598,1,8,0,0,0,1,160,0,0,1,28.4,2.4363527,10.364469,11.800023,.00007375014,0,6.2499994e-06,6.2499994e-06,-.36944085,.22169812,-.15057537,-.20845301,2.4363527,-3.4510424,0,.23415865,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20312343,MLI,0,7086.209,8763.128281084442,.0001141145,3083110.8,-.77400202,-.11514407,-.8028186,-.95457071,-.34635419,-.015959529,-.51255614,-.98707879,3.8155789,.98804176,1,1,1,1,1,1,1,1,1,1,-.48202318,1,.3551867,.31489474,1.1279538,1,-1.722674,1,.090469599,.042473745,2.1300123,1,1,1,1,1,0,0,0,-15.18,0,-.047253069,3.3463891,9.3793736,1.8852897,6.1573734,0,-8.8776398,-10.20881,,,,,,,,,0,
2010,Mali,432,SSA,5,0,0,30.8,82.400002,184,611000,.001,6.971653981,498,13.985961,7086.209,.031615105,.089567073,11841.6,270,,4.1837893,495.27701,3,35,31,69.599998,50,40,13.15605,.043686666,0,0,0,0,.94366199,1,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.000071500268,0,0,.71500272,-.26548523,.31156784,-.1501237,-.20841122,2.5768816,-3.1307123,0,.29743603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21865032,MLI,0,7086.209,8763.128281084442,.0001141145,3136276.3,-.77309358,-.11514407,-.8028186,-.96663028,-.31208143,.076589257,-.48303798,-.98707879,3.8155789,1.0495039,1,1,1,1,1,1,1,1,1,1,-.47710922,1,.35602471,.31664217,1.1243756,1,-1.6472145,1,.10273562,.049756978,2.0647478,1,1,1,1,1,0,0,0,-15.18,0,-.057987239,3.4275148,9.3793736,1.9418525,6.2051172,0,-8.8347778,-9.8947735,,,,,,,,,0,
2011,Mali,432,SSA,5,0,0,42.1,82.699997,197,597000,.001,7.161987874,497,14.416737,7086.209,.002254793,.02480174,11841.6,270,,4.8013668,471.86612,6,30,28,73.199997,50,40,13.664673,.041410204,0,0,0,0,.94578302,1,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.000069363821,0,0,.69363821,.22397251,.33806968,-.15020956,-.20841247,2.6148138,-3.1842279,0,.3969506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29600185,MLI,0,7086.209,8763.128281084442,.0001141145,4132956.5,-.75606328,-.11514407,-.8028186,-.90724057,-.38326162,.47371826,-.38976541,-.98707879,3.8155789,1.2437142,1,1,1,1,1,1,1,1,1,1,-.21316426,1,.3899807,.41559944,.93835717,1,-1.7952496,1,.079627238,.036306974,2.1931665,1,1,1,1,1,0,0,0,-15.18,0,-.055742104,3.7400477,9.3793736,1.9687876,6.1566954,0,-8.7603102,-9.3634138,,,,,,,,,0,
2012,Mali,432,SSA,5,0,0,33.8,81,93,69000,.001,7.132745221,480,14.853572,7086.209,.0030405449,.027495952,11841.6,270,,5.5070038,510.52713,6,30,27,73.199997,50,40,6.2611203,.0046453471,0,0,0,0,.932432,1,8,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.000067323876,0,0,.67323875,-.13554068,-.04769301,-.15159635,-.20841366,1.8343592,-5.3718891,0,.14370929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31748887.5,MLI,0,7086.209,8763.128281084442,.0001141145,4451145.5,-.75062639,-.11514407,-.8028186,-.84049678,-.54310143,.14604206,-.49837574,-.98707879,3.8155789,1.0175679,1,1,1,1,1,1,1,1,1,1,-.17372082,1,.39296764,.43104243,.91166812,1,-1.4468547,1,.14006722,.073968813,1.8935983,1,1,1,1,1,0,0,0,-15.18,0,-.069959059,3.5204608,9.3793736,1.9646962,6.2354436,0,-8.8620739,-8.6091719,,,,,,,,,0,
2005,Senegal,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0098408563,.0098408563,.429716,.85294002,.63767999,.61593997,697980000,12.97088,0,-.15906605
2006,Senegal,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0063771899,.0063771899,.059035,.87058997,.66470999,.65293998,865040000,10.985886,0,-.13858417
2007,Senegal,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.00292901,.00292901,.507273,.83999997,.60667002,.58552998,869720000,13.136805,0,-.17435342
2008,Senegal,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.00217279,.00217279,1.062594,.85714,.63571,.61429,1068510000,13.876224,0,-.154154
2009,Senegal,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.011792984,.011792984,.906675,.83582002,.58209002,.56716001,1016230000,13.71754,0,-.17934197
2010,Senegal,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0074780388,.0074780388,1.067965,.85606003,.60606003,.56061,936930000,13.881266,0,-.15541478
2005,Niger,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0025384841,.0025384841,.022753,.85714,.64844,.625,522150000,10.032453,0,-.154154
2006,Niger,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0080706943,.0080706943,.203494,.87208998,.65697998,.64534998,544410000,12.223392,0,-.13686267
